task_id,occupation,task,desire_2025,capacity_2025,zone_2025,capability_score_gemini_3_pro,capability_score_gpt_5_5,capability_score_grok_4_20,capability_score_kimi_k2_6,capability_score_opus_4_7,capability_2026_median,capability_2026_mean,cap_rater_stddev,zone_2026_median,zone_2026_mean,migration_median,migration_mean,delta_median,delta_mean,near_threshold
95,Training and Development Specialists,"Schedule classes based on availability of classrooms, equipment, or instructors.",4.0,4.0,Green Light,4.0,4.0,5.0,4.0,5.0,4.0,4.4,0.4898979485566356,Green Light,Green Light,Green->Green,Green->Green,0.0,0.40000000000000036,False
98,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",3.6,2.6666666666666665,R&D Opportunity,3.0,4.0,4.0,4.0,4.0,4.0,3.8,0.39999999999999997,Green Light,Green Light,R&D->Green,R&D->Green,1.3333333333333335,1.1333333333333333,False
101,Training and Development Specialists,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",3.8,3.5,Green Light,3.0,4.0,4.0,3.0,4.0,4.0,3.6,0.4898979485566356,Green Light,Green Light,Green->Green,Green->Green,0.5,0.10000000000000009,False
102,Training and Development Specialists,Develop alternative training methods if expected improvements are not seen.,2.6666666666666665,3.0,Red Light,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,True
106,Training and Development Specialists,Devise programs to develop executive potential among employees in lower-level positions.,2.8,2.0,Low Priority,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.0,1.0,True
130,"Architects, Except Landscape and Naval","Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",2.75,2.5,Low Priority,2.0,3.0,4.0,3.0,4.0,3.0,3.2,0.7483314773547882,Red Light,Red Light,Low->Red,Low->Red,0.5,0.7000000000000002,True
134,"Architects, Except Landscape and Naval",Prepare contract documents for building contractors.,2.0,3.0,Red Light,3.0,3.0,4.0,3.0,4.0,3.0,3.4,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,0.0,0.3999999999999999,True
136,"Architects, Except Landscape and Naval",Integrate engineering elements into unified architectural designs.,2.8,2.0,Low Priority,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.0,1.0,True
147,Civil Engineers,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",2.888888888888889,3.3333333333333335,Red Light,3.0,3.0,4.0,3.0,4.0,3.0,3.4,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,-0.3333333333333335,0.06666666666666643,True
151,Civil Engineers,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",3.25,3.0,Green Light,3.0,3.0,4.0,3.0,4.0,3.0,3.4,0.4898979485566356,Green Light,Green Light,Green->Green,Green->Green,0.0,0.3999999999999999,True
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",2.5,2.0,Low Priority,3.0,3.0,4.0,3.0,3.0,3.0,3.2,0.39999999999999997,Red Light,Red Light,Low->Red,Low->Red,1.0,1.2000000000000002,True
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",3.1666666666666665,2.6666666666666665,R&D Opportunity,3.0,3.0,4.0,3.0,3.0,3.0,3.2,0.39999999999999997,Green Light,Green Light,R&D->Green,R&D->Green,0.3333333333333335,0.5333333333333337,True
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",2.857142857142857,2.0,Low Priority,3.0,3.0,4.0,3.0,3.0,3.0,3.2,0.39999999999999997,Red Light,Red Light,Low->Red,Low->Red,1.0,1.2000000000000002,True
288,Art Directors,Present final layouts to clients for approval.,2.4285714285714284,1.5,Low Priority,2.0,3.0,4.0,3.0,2.0,3.0,2.8,0.7483314773547882,Red Light,Low Priority,Low->Red,Low->Low,1.5,1.2999999999999998,True
292,Art Directors,Review illustrative material to determine if it conforms to standards and specifications.,2.4,2.3333333333333335,Low Priority,3.0,4.0,4.0,4.0,3.0,4.0,3.6,0.4898979485566356,Red Light,Red Light,Low->Red,Low->Red,1.6666666666666665,1.2666666666666666,False
294,Art Directors,Create custom illustrations or other graphic elements.,2.625,3.0,Red Light,3.0,3.0,4.0,3.0,4.0,3.0,3.4,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,0.0,0.3999999999999999,True
295,Art Directors,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",3.6666666666666665,2.0,R&D Opportunity,4.0,4.0,5.0,3.0,4.0,4.0,4.0,0.6324555320336759,Green Light,Green Light,R&D->Green,R&D->Green,2.0,2.0,False
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",1.7777777777777777,3.0,Red Light,3.0,4.0,4.0,3.0,3.0,3.0,3.4,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,0.0,0.3999999999999999,True
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",2.3333333333333335,3.3333333333333335,Red Light,3.0,4.0,4.0,4.0,4.0,4.0,3.8,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.6666666666666665,0.46666666666666634,False
301,Graphic Designers,Use computer software to generate new images.,2.142857142857143,3.3333333333333335,Red Light,3.0,4.0,5.0,3.0,4.0,4.0,3.8,0.7483314773547882,Red Light,Red Light,Red->Red,Red->Red,0.6666666666666665,0.46666666666666634,False
303,Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",2.888888888888889,2.5,Low Priority,3.0,4.0,5.0,3.0,4.0,4.0,3.8,0.7483314773547882,Red Light,Red Light,Low->Red,Low->Red,1.5,1.2999999999999998,False
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",1.7142857142857142,3.6666666666666665,Red Light,3.0,3.0,4.0,3.0,3.0,3.0,3.2,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,-0.6666666666666665,-0.46666666666666634,True
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",1.8888888888888888,3.0,Red Light,3.0,3.0,4.0,3.0,3.0,3.0,3.2,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.0,0.20000000000000018,True
307,Graphic Designers,Key information into computer equipment to create layouts for client or supervisor.,1.6666666666666667,4.0,Red Light,4.0,4.0,5.0,4.0,4.0,4.0,4.2,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.0,0.20000000000000018,False
308,Graphic Designers,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.",1.7142857142857142,2.6666666666666665,Low Priority,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,0.3333333333333335,0.3333333333333335,True
309,Graphic Designers,"Study illustrations and photographs to plan presentation of materials, products, or services.",2.4,3.6666666666666665,Red Light,3.0,3.0,4.0,4.0,4.0,4.0,3.6,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,0.3333333333333335,-0.06666666666666643,False
737,Travel Agents,Collect payment for transportation and accommodations from customer.,3.1,5.0,Green Light,5.0,3.0,5.0,3.0,5.0,5.0,4.2,0.9797958971132712,Green Light,Green Light,Green->Green,Green->Green,0.0,-0.7999999999999998,False
738,Travel Agents,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",2.3,3.0,Red Light,4.0,3.0,3.0,3.0,3.0,3.0,3.2,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.0,0.20000000000000018,True
739,Travel Agents,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",2.888888888888889,5.0,Red Light,5.0,5.0,5.0,5.0,4.0,5.0,4.8,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.0,-0.20000000000000018,False
740,Travel Agents,"Book transportation and hotel reservations, using computer or telephone.",2.2,5.0,Red Light,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,-1.0,-1.0,False
741,Travel Agents,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",2.3,5.0,Red Light,4.0,3.0,4.0,3.0,4.0,4.0,3.6,0.4898979485566356,Red Light,Red Light,Red->Red,Red->Red,-1.0,-1.4,False
742,Travel Agents,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",3.5,4.5,Green Light,5.0,4.0,4.0,4.0,5.0,4.0,4.4,0.4898979485566356,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.09999999999999964,False
743,Travel Agents,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier.",4.0,4.5,Green Light,5.0,5.0,5.0,4.0,5.0,5.0,4.8,0.39999999999999997,Green Light,Green Light,Green->Green,Green->Green,0.5,0.2999999999999998,False
766,Legal Secretaries and Administrative Assistants,Schedule and make appointments.,3.6,4.5,Green Light,5.0,4.0,5.0,4.0,4.0,4.0,4.4,0.48989794855663565,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.09999999999999964,False
768,Legal Secretaries and Administrative Assistants,"Organize and maintain law libraries, documents, and case files.",2.4,2.3333333333333335,Low Priority,4.0,4.0,5.0,4.0,4.0,4.0,4.2,0.39999999999999997,Red Light,Red Light,Low->Red,Low->Red,1.6666666666666665,1.8666666666666667,False
771,Legal Secretaries and Administrative Assistants,Draft and type office memos.,1.9,3.5,Red Light,4.0,4.0,5.0,4.0,4.0,4.0,4.2,0.39999999999999997,Red Light,Red Light,Red->Red,Red->Red,0.5,0.7000000000000002,False
773,Legal Secretaries and Administrative Assistants,Submit articles and information from searches to attorneys for review and approval for use.,3.5,3.0,Green Light,4.0,4.0,4.0,3.0,4.0,4.0,3.8,0.39999999999999997,Green Light,Green Light,Green->Green,Green->Green,1.0,0.7999999999999998,False
774,Legal Secretaries and Administrative Assistants,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",2.4,2.6666666666666665,Low Priority,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.3333333333333335,False
775,Medical Secretaries and Administrative Assistants,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",2.5714285714285716,2.0,Low Priority,4.0,4.0,4.0,3.0,4.0,4.0,3.8,0.39999999999999997,Red Light,Red Light,Low->Red,Low->Red,2.0,1.7999999999999998,False
776,Medical Secretaries and Administrative Assistants,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",2.5,4.0,Red Light,4.0,3.0,5.0,3.0,4.0,4.0,3.8,0.7483314773547882,Red Light,Red Light,Red->Red,Red->Red,0.0,-0.20000000000000018,False
778,Medical Secretaries and Administrative Assistants,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",3.8,3.6666666666666665,Green Light,5.0,4.0,5.0,5.0,5.0,5.0,4.8,0.39999999999999997,Green Light,Green Light,Green->Green,Green->Green,1.3333333333333335,1.1333333333333333,False
781,Medical Secretaries and Administrative Assistants,"Maintain medical records, technical library, or correspondence files.",2.125,3.0,Red Light,5.0,4.0,5.0,4.0,4.0,4.0,4.4,0.48989794855663565,Red Light,Red Light,Red->Red,Red->Red,1.0,1.4000000000000004,False
782,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",3.111111111111111,2.3333333333333335,R&D Opportunity,4.0,4.0,5.0,4.0,4.0,4.0,4.2,0.39999999999999997,Green Light,Green Light,R&D->Green,R&D->Green,1.6666666666666665,1.8666666666666667,False
783,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",3.4285714285714284,3.0,Green Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,2.0,1.75,False
784,Medical Secretaries and Administrative Assistants,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",3.8333333333333335,1.6666666666666667,R&D Opportunity,,2.0,4.0,4.0,4.0,4.0,3.5,0.8660254037844386,Green Light,Green Light,R&D->Green,R&D->Green,2.333333333333333,1.8333333333333333,True
786,Medical Secretaries and Administrative Assistants,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,3.6666666666666665,3.5,Green Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,True
788,Medical Secretaries and Administrative Assistants,Complete insurance or other claim forms.,3.0,3.3333333333333335,Green Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,0.16666666666666652,0.16666666666666652,True
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",3.0,3.5,Green Light,,4.0,4.0,3.0,3.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,True
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",3.5,2.0,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,1.0,1.25,True
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,3.3,2.5,R&D Opportunity,,4.0,5.0,4.0,5.0,4.5,4.5,0.5,Green Light,Green Light,R&D->Green,R&D->Green,2.0,2.0,False
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",3.6,3.0,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,0.25,True
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,2.7,2.5,Low Priority,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,0.5,0.5,True
974,Computer and Information Systems Managers,Control operational budget and expenditures.,3.7,2.0,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,1.0,1.25,True
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,3.2,2.0,R&D Opportunity,3.0,3.0,4.0,4.0,4.0,4.0,3.6,0.4898979485566356,Green Light,Green Light,R&D->Green,R&D->Green,2.0,1.6,False
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,3.6,2.0,R&D Opportunity,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,2.0,1.75,False
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,3.1818181818181817,3.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.5,0.5,False
982,Human Resources Managers,"Administer compensation, benefits, and performance management systems, and safety and recreation programs.",4.0,2.5,R&D Opportunity,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Green Light,Green Light,R&D->Green,R&D->Green,0.5,0.5,True
985,Human Resources Managers,"Provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion, and employee benefits.",3.1,5.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-1.0,-1.0,False
993,Human Resources Managers,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",3.1,5.0,Green Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,-0.25,False
994,Human Resources Managers,Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,2.4,2.6666666666666665,Low Priority,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Low->Red,Low->Red,0.8333333333333335,0.8333333333333335,True
1002,Human Resources Managers,"Develop, administer, and evaluate applicant tests.",3.1,3.5,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.25,True
1020,Purchasing Managers,Maintain records of goods ordered and received.,2.8,4.5,Red Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.5,0.25,False
1021,Purchasing Managers,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",2.0,2.6666666666666665,Low Priority,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,0.3333333333333335,0.3333333333333335,True
1022,Purchasing Managers,Prepare and process requisitions and purchase orders for supplies and equipment.,2.3,2.6666666666666665,Low Priority,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.5833333333333335,False
1025,Purchasing Managers,Review purchase order claims and contracts for conformance to company policy.,3.7,4.333333333333333,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-0.33333333333333304,-0.33333333333333304,False
1026,Purchasing Managers,Analyze market and delivery systems to assess present and future material availability.,2.9,4.0,Red Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.0,-0.25,False
1031,Purchasing Managers,"Review, evaluate, and approve specifications for issuing and awarding bids.",3.6,4.0,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-1.0,-0.75,True
1033,Purchasing Managers,Prepare bid awards requiring board approval.,3.2857142857142856,4.0,Green Light,,3.0,4.0,4.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,-0.25,False
1035,Purchasing Managers,Administer online purchasing systems.,2.5,5.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,-1.0,-1.0,False
1143,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.",3.0,3.0,Green Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,1.0,0.75,False
1144,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",2.5714285714285716,2.6666666666666665,Low Priority,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.0833333333333335,False
1145,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",3.125,4.0,Green Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,-0.25,False
1146,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Monitor and follow applicable laws and regulations.,2.6666666666666665,3.6666666666666665,Red Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,-0.16666666666666652,-0.16666666666666652,True
1148,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.",2.7,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
1151,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",2.8,3.25,Red Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Red Light,Red Light,Red->Red,Red->Red,1.75,1.75,False
1152,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",3.142857142857143,3.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.5,0.5,False
1153,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,3.0,4.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
1157,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",2.7142857142857144,2.6666666666666665,Low Priority,,3.0,4.0,4.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.0833333333333335,False
1250,Credit Analysts,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,2.5555555555555554,3.5,Red Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,True
1251,Credit Analysts,Prepare reports that include the degree of risk involved in extending credit or lending money.,3.2,3.5,Green Light,,3.0,4.0,4.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.5,0.25,False
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",3.0,4.5,Green Light,,4.0,3.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-1.5,-1.25,True
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",3.4,4.5,Green Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.5,0.25,False
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",3.0,3.6666666666666665,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.3333333333333335,0.3333333333333335,False
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",2.5714285714285716,2.6666666666666665,Low Priority,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Low->Red,Low->Red,0.8333333333333335,0.8333333333333335,True
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,3.0,3.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,1.0,1.0,False
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",3.625,4.666666666666667,Green Light,,4.0,5.0,4.0,5.0,4.5,4.5,0.5,Green Light,Green Light,Green->Green,Green->Green,-0.16666666666666696,-0.16666666666666696,False
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",3.111111111111111,4.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,False
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",2.5,3.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,1.0,1.0,False
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",3.1,3.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.5,0.5,False
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,2.8,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",3.4,5.0,Green Light,,4.0,4.0,4.0,3.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-1.0,-1.25,False
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",3.0,5.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-1.0,-1.0,False
